Username,Date,Tweet Text,Hashtags,Mentions
periapoapsis,"Dec 29, 2021",ترکیه که کمابیش از لحاظ فرهنگی به ما شباهت‌هایی داره، خیلی جدی داره با فیلم و سریال‌هاش درباره‌ی آزار جنسی و مردسالاری تو جامعه آگاه‌سازی میکنه؛ اونوقت من هنوز باید با مردای اطرافم راجع به اینکه اون دخترا بیخود کردن رفتن خونه‌ی کیوان امام تا مرز سکته جدل کنم! کی میفهمن مردان ما؟,,
AvaMirsalari,"Jan 01, 2023",صدای زندانیان سیاسی در بند باشیم #زن_زندگی_آزادی #زندانی_سیاسی_آزاد_باید_گردد #توماج_صالحى صبح,"زن_زندگی_آزادی,زندانی_سیاسی_آزاد_باید_گردد,توماج_صالحى",
right337,"Mar 17, 2026",آمار نشان می‌دهد خیره شدن جنسی بعدازظهر حدود ساعت ۱۵ فروشگاه آتن بیشتر رخ می‌دهد. قربانیان عمدتاً زن هستند. روزها هم آزار جنسی خیلی زیاده. فضای عمومی ناامن است.,زن_زندگی_آزادی,
mashhad3107,"Jan 09, 2018",ساعت ۱۷ عصر در تاکسی شهر خرم‌آباد تماس فیزیکی ناخواسته رو تجربه کردم. دیگه ترسی ندارم، باید حرف بزنم. غروب وقت گذار بین امنیت روز و ناامنی شب. https://t.co/4608cf3,تاکسی_ناامن,
women2385,"Nov 14, 2023",نکنه من تنها کسی هستم که نیمه‌شب حدود ساعت ۲۳ زندان کرمان تهدید جنسی شده؟ بعد از غروب آفتاب امنیت زنان کاهش می‌یابه. دختر جوانها باید قوی‌تر باشن.,,
saeed_ramezani1,"Dec 27, 2025",من یکی به شخصه از این موضوع حمایت میکنم. بنداز بیرون اون لامصب ها رو. سینه اندام جنسی نیست در بندرعباس، به همین سبب دست زدن بهش هم آزار جنسی نیست😊,,
farhi.shirin,"Aug 15, 2025",نکنه من تنها کسی هستم که عصر در خیابان شهر اصفهان آزار جنسی کلامی شده؟ غروب وقت گذار بین امنیت روز و ناامنی شب. زن مسافرها باید قوی‌تر باشن.,آزار_جنسی,
hasan400,"Nov 12, 2020",قربانی آزار جنسی فیزیکی پارک بوشهر تعریف می‌کنه: پیش از ظهر حدود ساعت ۱۰ بودم که ناگهان مرد... حتی روشنای روز هم جلوی آزار رو نمی‌گیره. مکان‌های عمومی شهر ناامن هستند.,آزار_بس,
parvin_sara,"Aug 05, 2021",هر روز ترس بیشتر. شب منزل تبریز عکسبرداری ناخواسته شدم. بعد از غروب آفتاب امنیت زنان کاهش می‌یابه. حتی در خانه هم امنیت نیست.,,
Agha90676923,"Dec 26, 2018",300 زن در صنعت فيلم آمریکا مورد انواع آزارجنسی قرار گرفته اند. #شفافیت #آزار_جنسی #زنان #زنونابین,"شفافیت,آزار_جنسی,زنان,زنونابین",
mohsen641,"Feb 03, 2023",دادگاه: مهاجم مرتکب دنبال کردن دختر پارک ارومیه شده. حادثه شب بوده. فضای عمومی باید برای همه امن باشه.,,
farsi_sara,"May 18, 2024",واقعاً متاسفم. پیش از ظهر در اداره دولتی قم نگاه خیره جنسی اتفاق افتاد و قربانی کودک بود. در ساعات روز هم این اتفاق‌ها میفته. در محل کار و تحصیل آزار جنسی نباید نادیده گرفته بشه.,,"justice_mohsen,fatemeh211"
news196,"Oct 24, 2026",قربانی آزار جنسی فیزیکی منزل اهواز تعریف می‌کنه: ساعت ۸ صبح بودم که ناگهان شوهر... در ساعات روز هم این اتفاق‌ها میفته. حتی در خانه هم امنیت نیست.,حقوق_زنان,
hossein8174,"Jul 16, 2022",فضای عمومی برای زنان ناامنه. همین ساعت ۱۲ ظهر در مسجد شیراز دختری نگاه خیره جنسی شد. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته.,حقوق_زنان,mina7300
fatemeh8004,"Jun 03, 2025",گزارش: نیمه‌شب حدود ساعت ۲۳ زندان اصفهان حادثه دنبال کردن رخ داد. قربانی نوجوان و متهم نگهبان زندان بوده. محیط سازمانی باید امن‌تر بشه. شب وقت بیشترین گزارش‌های آزار جنسی هست. https://t.co/3286977,,
watch7366,"Apr 20, 2019",شاهد حادثه تجاوز جنسی کلینیک خصوصی بجنورد بودم. بعدازظهر دانشجوی کمک می‌خواست ولی... فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. محیط کاری باید تغییر کنه.,,"hope747,mohsen754"
obs2324,"Jun 18, 2023",شاهد حادثه سوت زدن و متلک تاکسی خمینی‌شهر بودم. ظهر زنی کمک می‌خواست ولی... روزها هم آزار جنسی خیلی زیاده. فضای عمومی باید تغییر کنه.,تاکسی_ناامن,
reza_fatemeh,"Aug 17, 2021",فضای عمومی برای زنان ناامنه. همین ساعت ۱۲ ظهر در مسجد محله شیراز زنی اظهارنظر جنسی شد. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته.,,
zahra4477,"Aug 27, 2022",آمار آزار جنسی فیزیکی در قم نگران‌کننده است. آخرین مورد نیمه‌شب حدود ساعت ۲۳ تاکسی اینترنتی قم رخ داده. بعد از غروب آفتاب امنیت زنان کاهش می‌یابه. https://t.co/5f4e7f4,آزار_جنسی,
sara462,"Mar 21, 2024",باز هم خبر عکسبرداری ناخواسته! این بار پیش از ظهر در دانشگاه تبریز. قربانی دانشجو بوده. در ساعات روز هم این اتفاق‌ها میفته. تا کی محیط کاری ناامن باشه؟,آزار_جنسی,
mohsen871,"Jan 05, 2016",دادگاه: همسایه مرتکب آزار جنسی کلامی دختر در خانه تهران شده. حادثه شب حدود ساعت ۲۱ بوده. آزار در فضای خانگی هم وجود داره.,,nazi3344
saeed2050,"May 06, 2026",واقعاً متاسفم. بعدازظهر در در شرکت خصوصی شهر مشهد نزدیک شدن ناخواسته اتفاق افتاد و قربانی دختر بود. روزها هم آزار جنسی خیلی زیاده. در محل کار و تحصیل آزار جنسی نباید نادیده گرفته بشه.,آزار_محل_کار,
amir177,"Aug 18, 2025",واقعاً خسته شدم. شب حدود ساعت ۲۱ زندان استانبول دوبار نگاه خیره جنسی شدم. بعد از غروب آفتاب امنیت زنان کاهش می‌یابه. در محل کار و تحصیل آزار جنسی نباید نادیده گرفته بشه.,زن_زندگی_آزادی,mohsen7716
ali1428,"Feb 22, 2025",ساعت ۸ صبح در تاکسی اینترنتی اهواز آزار جنسی فیزیکی رو تجربه کردم. فقط دلم می‌خواست بدون ترس تو شهر قدم بزنم. روزها هم آزار جنسی خیلی زیاده.,آزار_جنسی,"mehdi6696,shirin7590"
women428,"Jun 09, 2018",آمار دنبال کردن در تهران نگران‌کننده است. آخرین مورد ظهر حدود ساعت ۱۲ در سکوی مترو شهر تهران رخ داده. روزها هم آزار جنسی خیلی زیاده.,آزار_جنسی,
farhi3126,"Apr 21, 2021",صبح در اتوبوس شهر سئول آزار جنسی کلامی رو تجربه کردم. آبرو نمی‌کنم، حقیقم رو می‌خوام. حتی روشنای روز هم جلوی آزار رو نمی‌گیره.,آزار_بس,
free848,"May 25, 2026",تا کی باید فضای عمومی نگران امنیت باشیم؟ آخرین مورد: عصر پارک مشهد زنی تفقی شده. غروب وقت گذار بین امنیت روز و ناامنی شب.,"زن_زندگی_آزادی,پارک_ناامن,مشهد",
right6932,"Mar 02, 2025",ظهر حدود ساعت ۱۲ در آسانسور کابل دنبال کردن رو تجربه کردم. چرا باید سکوت کنم؟. روزها هم آزار جنسی خیلی زیاده.,,"watch647,women629"
saeed6735,"Jan 04, 2025",بیدار بشیم! ظهر در حسینیه شهر تهران دختر جوانی آزار جنسی فیزیکی شده. حتی روشنای روز هم جلوی آزار رو نمی‌گیره. فضای عمومی ایمن نیست.,آزار_بس,fatemeh701
free189,"Aug 15, 2017",باز هم خبر تجاوز جنسی! این بار ظهر حدود ساعت ۱۲ مترو اردبیل. قربانی دختر بوده. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. تا کی فضای عمومی ناامن باشه؟,مترو_ناامن,
Tiredgnat,"Jun 02, 2018",قابل توجه دوستان ارزشی که معتقدن در جوامع مذهبی تجاوز کمتر رخ میده؛ خمینی‌شهر اصفهان نمونه یک جامعه سنتی و مذهبیه که هنوز چادر و قمه‌زنی توش رواج داره برید تو اینترنت سرچ کنید تجاوز در خمینی‌شهر تا از تعدد اخبار در اون ناحیه شگفت‌زده بشید. آخریش هم تجاوز به یک دختربچه افغانه.,,
sara838,"May 21, 2026",دیروز شب در هتل کرج مورد متلک جنسی قرار گرفتم. یک مسافر مرد بدون هیچ ترس در تاریکی شب آزارگران جرأت بیشتری دارن. تا کی باید تحمل کنیم؟,کرج,"light3695,mina554"
report8037,"Jul 02, 2026",قربانی تماس فیزیکی ناخواسته در پله‌برقی مرکز خرید کرج تعریف می‌کنه: ساعت ۱۲ ظهر بودم که ناگهان مرد ناشناس... حتی روشنای روز هم جلوی آزار رو نمی‌گیره. فضای عمومی باید برای همه امن باشه.,آزار_جنسی,
mohammad141271,"Sep 15, 2025",@blackcatt1937 حالا یه دستمالی که میبندی در کصت شده دغدغت عصر در گرگان,,blackcatt1937
justice.justice,"Apr 02, 2021",پلیس از بازداشت متهم نزدیک شدن ناخواسته کودک خبر داد. حادثه شب‌غروب در اتوبوس شهری مشهد رخ داده. بعد از غروب آفتاب امنیت زنان کاهش می‌یابه. https://t.co/1b8c01e,,iran700
ahmad3895,"Nov 01, 2024",صبح در آسانسور سنندج آزار جنسی کلامی رو تجربه کردم. حق ندارن به ما این‌طور کنند. روزها هم آزار جنسی خیلی زیاده.,,life6011
student.hamid,"Mar 05, 2022",نمیدونم چی بگم. عصر پارک اصفهان مهاجم بهم متلک جنسی کرد. فضای عمومی باید برای همه امن باشه. غروب وقت گذار بین امنیت روز و ناامنی شب.,پارک_ناامن,
nilakkkk,"Mar 14, 2025",هرکی نوشت اعتراض فقط برای نون شب رو بلاک کنید. اینا اتاق فکر رژیمن. زن زندگی آزادی تا ابد.,,
dadban4,"Oct 02, 2025",‌ معاونت زنان در دولت: خشونت علیه زنان در ایران ۳۰ برابر بیشتر از خشونت علیه مردان است زهرا بهروزآذر معاون امور زنان و خانواده دولت در ایران می‌گوید آمارها نشان می‌دهند خشونت علیه زنان در ایران ۳۰ برابر بیشتر از خشونت علیه مردان است حدود ساعت ۲۱ در ساری. به گفته این مقام دولتی، «فرآیندهای موجود در,,
hope993,"Mar 19, 2024",دادگاه: راننده اسنپ مرتکب آزار جنسی کلامی مرد تاکسی اینترنتی قم شده. حادثه بعدازظهر حدود ساعت ۱۵ بوده. در اماکن عمومی هیچ نظارتی نیست.,زن_زندگی_آزادی,
irsi_Official,"Jan 01, 2023",همچنان و برای همیشه #زن_زندگی_آزادی درد و غم زیاده، خبرهای کشتار و شکنجه هم، اما اینبار امید هم هست، خیلی بیشتر از قبل‌ها #مهسا_امینی,"زن_زندگی_آزادی,مهسا_امینی",
life8211,"Oct 21, 2024",خبر: راننده تاکسی به اتهام متلک جنسی دختر در تاکسی رشت بازداشت شد. ماجرا نیمه‌شب اتفاق افتاده. در اماکن عمومی هیچ نظارتی نیست. https://t.co/2925394,حقوق_زنان,
sara.women,"Jan 04, 2018",خبر: مرد به اتهام دنبال کردن دختر در پارک شهر تهران بازداشت شد. ماجرا عصر حدود ساعت ۱۷ اتفاق افتاده. فضای عمومی باید برای همه امن باشه.,,
feminismeverydy,"Dec 26, 2018",حدود یک سال پیش اتهام #آزار_جنسی از طرف آنتونی رپ، بازیگر سریال استار ترک، به کوین اسپیسی وارد شد. رپ ادعا کرد که وقتی ۱۴ سال داشته، در خانه اسپیسیِ مست، قربانی #آزار_جنسی و تلاش برای #تجاوز شده حدود ساعت ۱۰ در خیابان فردوسی. پس از رپ افراد دیگری نیز پا پیش گذاشته و از تجارب #آزار_جنسی توسط اسپیسی گفتند.,"آزار_جنسی,آزار_جنسی,تجاوز,آزار_جنسی",
right272,"Jul 11, 2023",قربانی نزدیک شدن ناخواسته پارک قزوین تعریف می‌کنه: پیش از ظهر حدود ساعت ۱۰ بودم که ناگهان مرد ناشناس... حتی روشنای روز هم جلوی آزار رو نمی‌گیره. در اماکن عمومی هیچ نظارتی نیست.,,girl8667
nkm00710,"Dec 26, 2018",خلاصه اگه تو دوره تحصیلی آتش نگیری و مورد آزار جنسی قرار نگیری سر آخر با اتوبوس واژگون میشی جانا الکی نیست که نیمه‌شب,,
hossein_human,"Feb 24, 2026",هر روز ترس بیشتر. ساعت ۱۲ ظهر در حیاط مدرسه شهر کرج آزار جنسی کلامی شدم. حتی روشنای روز هم جلوی آزار رو نمی‌گیره. در محیط کاری باید قوانین سخت‌گیرانه‌تری باشه.,,mashhad5277
saeed5336,"Aug 10, 2024",واقعاً متاسفم. ساعت ۱۷ عصر در در پارک مهرگان شهر زاهدان تهدید جنسی اتفاق افتاد و قربانی کودک بود. غروب وقت گذار بین امنیت روز و ناامنی شب. در اماکن عمومی هیچ نظارتی نیست.,زاهدان,
shirin2453,"Jan 15, 2024",جنبش علیه تماس فیزیکی ناخواسته: پیش از ظهر حدود ساعت ۱۰ در پارک لاله شهر رشت تجمعی برگزار شد. حتی روشنای روز هم جلوی آزار رو نمی‌گیره. فضای عمومی باید پایان داده بشه به این آزارها. https://t.co/1da68a8,رشت,
KooshiHossein,"Jan 22, 2019",آزار جنسی دو دختر در یکی از پارک های تفریحی تبریز +ویدئو، عکس: https://t.co/7YAb3ZgfA3 از طریق @sputnik_ir,,sputnik_ir
obs866,"Aug 28, 2021",بازداشت متهم دنبال کردن در بجنورد. حادثه صبح در دانشگاه بجنورد رخ داده. قربانی زن گزارش داده. در محل کار و تحصیل آزار جنسی نباید نادیده گرفته بشه.,آزار_جنسی,"ahmad.ahmad,ahmad464"
Tavaana,"Apr 17, 2024",ویدیویی از برخورد خشن گشت ارشاد با زنان ایران ۲۸ فروردین ۱۴۰۳ ساعت ۱۶ تهران، متروی میرزای شیرازی در ابتدای ویدیو می‌بینیم که چگونه با خشونت یک دختر جوان را به داخل ماشین گشت ارشاد می‌برند. در ادامه طبق گفته فرستنده ویدیو، زنی که پوشش کامل دارد و حتی مقنعه هم سرش است را بردند!! https://t.co/hESPWgxkhT,,
reza2473,"Dec 19, 2017",نکنه من تنها کسی هستم که صبح حدود ساعت ۸ مدرسه مشهد اظهارنظر جنسی شده؟ حتی روشنای روز هم جلوی آزار رو نمی‌گیره. زنها باید قوی‌تر باشن.,آزار_مدرسه,
nazi938,"Apr 26, 2018",ادعانامه علیه مرد ناشناس که ساعت ۱۰ پیش از ظهر آسانسور مجتمع تهران مرتکب متلک جنسی شده صادر شد. قربانی دانشجو بوده. مکان‌های نیمه‌عمومی هم ناامن هستند.,,
life102,"Jun 01, 2025",هر روز ترس بیشتر. عصر در پارک مهرگان شهر زاهدان تفقی شدم. با شروع تاریکی امنیت کمتر میشه. فضای عمومی باید برای همه امن باشه.,,
tehran5968,"Apr 27, 2025",نمیدونم چی بگم. شب در سینما شهر تهران مرد ناشناس بهم آزار جنسی فیزیکی کرد. مکان‌های عمومی شهر ناامن هستند. شب‌ها امنیت برای زنان خیلی کمتره.,زن_زندگی_آزادی,
ThenardierCuz,"Dec 30, 2018",نظام آموزشی لزوماً توجیه‌گر آزار جنسی نیست: ۱.مردان‌ دیگه هم در همین کشور با همین شرایط رشد کردن ولی چنین اعمالی ازشون دیده نمیشه. ۲. این شخص دانشگاه که رفته احتمالاً یا بعد از ۱۲ سال تحصیل در جامعه که بوده با جنس مخالف شب‌غروب. ۳.نقش تربیتی والدین هم این وسط مهمه.,,
alimir05979084,"Dec 28, 2023",البته این رو هم بگیم که آدم بیمار در همه جا هست...با شرط واقعی بودن فیلم. مگه مایکل جکسون اعتراف نکرد که مورد آزار جنسی پدرش قرار می‌گرفته...منتهی یه جایی با این چیزا مبارزه می‌شه یه جایی متاسفانه کتمان میشه و این جنبه ش وحشتناکه!!,,
sadleaff,"Dec 28, 2021",آقا من از هر لحاظ فکر‌می‌کنم پخش شدن ویس شخصی یه نفر‌ که آزار جنسی نیست ، اشتباهه و‌غیر اخلاقی! پخش کردن ویدیوی ممه یکی هم اخلاقی نیست ! حالا حسین کنعانی زادگان باشه یا شهره صورتی یا هر‌کس‌دیگه‌ای!,,
IranIntl,"Mar 08, 2024",گزارش کمیته حقیقت‌یاب سازمان ملل تصریح کرده «مقامات برای اخذ اعترافات یا ارعاب، بازداشتی‌ها را شکنجه کردند. کمیته موارد تجاوز و سایر اشکال خشونت جنسی و مبتنی بر جنسیت، از جمله تجاوز گروهی و تجاوز با اشیا، وارد کردن شوک الکتریکی به اندام تناسلی، برهنه‌سازی اجباری را احراز کرد.» https://t.co/d6D7GiUSs1 حدود ساعت ۸,,
tehran5305,"Aug 16, 2019",قربانی نگاه خیره جنسی در مسجد شهر تهران تعریف می‌کنه: صبح حدود ساعت ۸ بودم که ناگهان مأمور... روزها هم آزار جنسی خیلی زیاده. در اماکن عمومی هیچ نظارتی نیست.,امنیت_زنان,
news33,"May 26, 2025",تا کی باید فضای عمومی نگران امنیت باشیم؟ آخرین مورد: ظهر در حسینیه شهر برمپتون کانادا زنی نزدیک شدن ناخواسته شده. در ساعات روز هم این اتفاق‌ها میفته.,,
saeed29,"Apr 03, 2026",جنبش علیه آزار جنسی کلامی: ساعت ۱۵ بعدازظهر در آسانسور دزفول تجمعی برگزار شد. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. مکان نیمه‌عمومی باید پایان داده بشه به این آزارها.,آزار_جنسی,"human6536,mina974"
AlinejadMasih,"Feb 03, 2021",اینم تجربه زنان از #پیاده_روی_بدون_حجاب: آزار جنسی، متلک، دستمالی، بوق ماشین‌ها، پیشنهادهای جنسی و در کنارش، مزاحمت آمران به معروف، بازداشت، زندان حدود ساعت ۲۱، اعتراف اجباری. کسانی که با دیدن فیلم دختران مشهد نوشتید #آزار_خیابانی در همه جای دنیا هست: در ایران قانون حامی متجاوز است.,"پیاده_روی_بدون_حجاب,آزار_خیابانی",
ShahramRafizade,"Nov 08, 2017",گزارش #ایران از زندگی چهار خواهر که در خانه و محله حاشیه تهران بهشون تجاوز می‌شده،بی‌نهایت تلخ است و تکان‌دهنده نوشته:«پدر خانواده قرص تقویتی می‌خورد که شب‌ها به بچه‌هایش تعرض کند.» یکی از این بچه ها وقتی«۱۰ سالش بیشتر نبود حتی بلال فروش و کله پز محل به او دست درازی کرده بودند» https://t.co/UOk6XRQIiS,ایران,
sara13,"Jun 22, 2022",قربانی ربودن با هدف جنسی در تاکسی شهر زاهدان تعریف می‌کنه: شب بودم که ناگهان راننده اسنپ... بعد از غروب آفتاب امنیت زنان کاهش می‌یابه. در اماکن عمومی هیچ نظارتی نیست.,,
mehdi418,"Feb 06, 2023",بیدار بشیم! ساعت ۱۹ شب‌غروب در خیابان فردوسی شهر کرج دختری نزدیک شدن ناخواسته شده. در تاریکی شب آزارگران جرأت بیشتری دارن. فضای عمومی ایمن نیست.,امنیت_زنان,
life2881,"Aug 03, 2026",دیروز ساعت ۱۵ بعدازظهر در پارک شهر تبریز مورد تماس فیزیکی ناخواسته قرار گرفتم. یک مرد ناشناس بدون هیچ ترس در ساعات روز هم این اتفاق‌ها میفته. تا کی باید تحمل کنیم؟,,
fatemeh5011,"Aug 26, 2016",جنبش علیه تماس فیزیکی ناخواسته: شب پارک کاشان تجمعی برگزار شد. ساعات شب خطر آزار جنسی بالاتره. فضای عمومی باید پایان داده بشه به این آزارها.,,
right4456,"Jan 03, 2017",دیروز پیش از ظهر آسانسور اصفهان مورد ربودن با هدف جنسی قرار گرفتم. یک مرد ناشناس بدون هیچ ترس روزها هم آزار جنسی خیلی زیاده. تا کی باید تحمل کنیم؟,,mina5020
oxus_tv,"Mar 14, 2025",یک شماس یا خادم دائمی کلیسا که دست‌کم پنج کودک را آزار جنسی داده، توسط پاپ لئو چهاردهم عصر، رهبر کاتولیک‌های جهان از مقام روحانیت برکنار شد. این روحانی سه کودک را در کلاس درس دینی آزار جنسی داده است. او همچنین از یک پسر که رسما تحت سرپرستی‌اش بود و از یک فرزند دوست خود سواستفاده https://t.co/VEEp4OuWAK,,
ali.persian,"May 03, 2022",بیدار بشیم! پیش از ظهر در خیابان زنجان زنی تهدید جنسی شده. در ساعات روز هم این اتفاق‌ها میفته. فضای عمومی ایمن نیست.,"زن_زندگی_آزادی,زنجان",
free7381,"May 05, 2023",تا کی باید فضای عمومی نگران امنیت باشیم؟ آخرین مورد: شب خیابان ولیعصر مونترال کودکی عکسبرداری ناخواسته شده. شب‌ها امنیت برای زنان خیلی کمتره.,آزار_کودکان,
saeed4977,"Dec 08, 2024",آمار نشان می‌دهد نزدیک شدن ناخواسته بعدازظهر حدود ساعت ۱۵ در پارک شهر اصفهان بیشتر رخ می‌دهد. قربانیان عمدتاً دختر جوان هستند. حتی روشنای روز هم جلوی آزار رو نمی‌گیره. فضای عمومی ناامن است.,امنیت_زنان,
workercommunist,"Dec 25, 2025",«ناموس» و نظام: خشونت سازمان‌یافته علیه زنان – سیاوش آذری خبرگزاری مهر، روز سه‌شنبه دوم دی‌ماه ۱۴۰۴ از بازداشت مردی در کمالشهر کرج خبر داد که در حال آتش‌زدن همسرش در یک خودروی سمند بود. روایت تلخ دیگری از زن‌کشی؛ جنایتی که اگرچه این‌بار متوقف شد، اما بار دیگر ما را با پرسش,,
maryam.obs,"Oct 20, 2022",آمار اظهارنظر جنسی در تبریز نگران‌کننده است. آخرین مورد ظهر حدود ساعت ۱۲ در اداره دولتی تبریز رخ داده. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته.,,
iran811,"Sep 12, 2016",بازداشت متهم تماس فیزیکی ناخواسته در کلن آلمان. حادثه نیمه‌شب حدود ساعت ۲۳ در تاکسی شهر کلن آلمان رخ داده. قربانی دختر گزارش داده. در اماکن عمومی هیچ نظارتی نیست.,,mehdi663
ItIsDrProf,"Feb 08, 2023",۵. این که آدم میبینه یه مشت آزارگر پشت شعار #زن_زندگی_آزادی سنگر گرفتن تا مصونیت پیدا کنند در برابر روایت آزار توسط قربانیانشون بیشتر از هر رنجی آزارم میده. این که میبینم یکی از آزارگرانم الان پرچمدار مبارزه با خشونت علیه زنان شده باعث میشه نخوام بیشتر از این تلاش کنم برای زندگی بعدازظهر,زن_زندگی_آزادی,
iran.shirin,"Mar 06, 2024",ادعانامه علیه مرد که شب در خیابان شهر تبریز مرتکب آزار جنسی فیزیکی شده صادر شد. قربانی دختر بوده. در اماکن عمومی هیچ نظارتی نیست.,آزار_بس,
parvin778,"Apr 09, 2026",شاهد حادثه متلک جنسی استخر اصفهان بودم. ساعت ۸ صبح زنی کمک می‌خواست ولی... روزها هم آزار جنسی خیلی زیاده. مکان نیمه‌عمومی باید تغییر کنه.,,
mehdi.tehran,"Dec 11, 2022",دادگاه: معلم مرتکب تجاوز جنسی دختر در مدرسه شهر گرگان شده. حادثه ظهر بوده. در محیط کاری باید قوانین سخت‌گیرانه‌تری باشه.,آزار_مدرسه,
Tavaana,"Sep 14, 2025",زن، زندگی، آزادی؛ نگاهی به مبارزه زن ایرانی علیه سرکوب سیستماتیک اندکی پس از رسیدن به تهران از شهر زادگاهش، سقز نیمه‌شب، در بیست‌ودوم شهریور ۱۳۹۱ مهسا/ژینا امینی ۲۲ساله توسط نیروی ویژه پلیس جمهوری اسلامی برای کنترل حجاب اسلامی با نام رسمی «پلیس امنیت اخلاقی» موسوم به «گشت ارشاد» به https://t.co/bFZ0d9gk6I,,
watch411,"Aug 23, 2020",فضای عمومی برای زنان ناامنه. همین شب‌غروب حدود ساعت ۱۹ در پله‌برقی مترو شهر قم زن مسافری نگاه خیره جنسی شد. شب وقت بیشترین گزارش‌های آزار جنسی هست.,آزار_بس,
free861,"Jul 08, 2025",پلیس از بازداشت متهم متلک جنسی کودک خبر داد. حادثه ساعت ۱۹ شب‌غروب در اتوبوس اصفهان رخ داده. شب وقت بیشترین گزارش‌های آزار جنسی هست.,,
KouroshKhadang,"May 04, 2023",اعتراضات ۱۴۰۱ ارزشمند هست همینطور که ۹۸ ارزشمند هست و همینجور ۹۶ ، ۸۸، ۷۸ و سایر اعتراضات قبل ولی اولا نباید توی مطالبات ۱۴۰۱ موند الان ۱۴۰۴ هست و مطالبات جدیدتر هست ثانیا ما با زن زندگی آزادی مشکلی نداریم ولی شما اصرار دارید بگیدما با این شعار مشکل داریم جاوید شاه حدود ساعت ۱۹ در بجنورد,,
zahra4589,"Apr 25, 2021",واقعاً متاسفم. ساعت ۲۱ شب در در پارک ساعی زاهدان نزدیک شدن ناخواسته اتفاق افتاد و قربانی زن بود. در تاریکی شب آزارگران جرأت بیشتری دارن. مکان‌های عمومی شهر ناامن هستند.,زن_زندگی_آزادی,
mohsen420,"Feb 09, 2024",شاهد حادثه متلک جنسی در مترو بیرجند بودم. ظهر دختر جوانی کمک می‌خواست ولی... روزها هم آزار جنسی خیلی زیاده. فضای عمومی باید تغییر کنه. https://t.co/41d5dac,,shirin449
mohsen202,"Aug 06, 2022",واقعاً خسته شدم. بعدازظهر در تاکسی اینترنتی شهر زنجان بازم آزار جنسی فیزیکی شنیدم. دانشجو قربانی بوده. حتی روشنای روز هم جلوی آزار رو نمی‌گیره. فضای عمومی اصلاً امن نیست.,,
iran.hope,"Sep 13, 2025",نکنه من تنها کسی هستم که شب‌غروب در پارک ساعی تهران نزدیک شدن ناخواسته شده؟ بعد از غروب آفتاب امنیت زنان کاهش می‌یابه. زن شاغلها باید قوی‌تر باشن.,,amir_amir
light3590,"May 07, 2025",فضای عمومی برای زنان ناامنه. همین ظهر حدود ساعت ۱۲ واگن مترو ارومیه دختری آزار جنسی کلامی شد. در ساعات روز هم این اتفاق‌ها میفته.,امنیت_زنان,
amir823,"Nov 19, 2025",دیروز ساعت ۸ صبح پارک لاله کلن آلمان مورد آزار جنسی فیزیکی قرار گرفتم. یک گروهی از مردان بدون هیچ ترس فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. تا کی باید تحمل کنیم؟,امنیت_زنان,
mashhad8130,"Mar 11, 2022",واقعاً خسته شدم. ظهر آسانسور اداری قم دوبار آزار جنسی کلامی شدم. حتی روشنای روز هم جلوی آزار رو نمی‌گیره. مکان‌های نیمه‌عمومی هم ناامن هستند.,,
MarzieMohebi,"Jan 27, 2025",هفتم بهمن‌ماه در ایران پدری دخترش را در پیرانشهر، مردی زنش را در مراغه، ومردی زنش ودو بچه اش را در کرمانشاه، کشت! مجلس، لایحه تامین امنیت زنان در برابر خشونت را به «پیشگیری از اسیب دیدگی زنان در برابر سو رفتار» تغییر نام داده در شرکت. مبادا همه خبر شوند در خانواده مقدس اسلامی چه میگذرد.,,
nazi435,"Oct 22, 2017",هر روز ترس بیشتر. ساعت ۱۰ پیش از ظهر در پارک ساری آزار جنسی کلامی شدم. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. فضای عمومی باید برای همه امن باشه. https://t.co/5c55283,ساری,
hossein7499,"Nov 11, 2025",تا کی باید فضای عمومی نگران امنیت باشیم؟ آخرین مورد: پیش از ظهر حدود ساعت ۱۰ پارک دانشجو پاریس کودکی آزار جنسی کلامی شده. در ساعات روز هم این اتفاق‌ها میفته.,پارک_ناامن,
report908,"Jun 16, 2022",نکنه من تنها کسی هستم که شب‌غروب حدود ساعت ۱۹ در ایستگاه مترو شهر گرگان اظهارنظر جنسی شده؟ ساعات شب خطر آزار جنسی بالاتره. زنها باید قوی‌تر باشن.,زن_زندگی_آزادی,
ahmad133,"Apr 02, 2022",خبر: همسایه به اتهام آزار جنسی فیزیکی کودک آسانسور مجتمع تهران بازداشت شد. ماجرا ساعت ۱۰ پیش از ظهر اتفاق افتاده. حتی در فضاهای نیمه‌عمومی امنیت نیست.,"آزار_جنسی,تهران",
