Username,Date,Tweet Text,Hashtags,Mentions,Date_parsed,Year,Month,Day,Hour,DayOfWeek,WeekDayName,Season,YearMonth,Iran_Relevance,Event_Hour,Time_of_Day,Cities,Locations,Environment_Type,Harassment_Types,Emotions,Is_Victim_Blaming,Narrative_Type,Solutions,Inferred_Gender,Gender_Confidence,Men_Stance,Toxicity_Score_Original,Toxicity_Score
GholamReza202,"Nov 26, 2025",بیشترین خشونت علیه زنان در ایران در جایی رخ می‌دهد که باید امن‌ترین باشد: مدارس، دانشگاه‌ها، محیط کار و حتی خانه‌ها. وقتی دولت با قانون‌گذاری تبعیض‌آمیز این خشونت‌ها را پنهان و توجیه می‌کند، زنان تنها با مقاومت مدنی و شجاعت می‌توانند فضای تازه‌ای بسازند حدود ساعت ۲۱. #زنان_نیروی_تغییر,زنان_نیروی_تغییر,,2025-11-26,2025,11,26,0,2,Wednesday,Fall,2025-11,Iran,21.0,,,"['University', 'Home']",Organizational,['Institutional Harassment'],['Hope'],False,Public Opinion/Reshare,['Law Reform'],Male,0.9,Neutral/Unclassified,0.0,0.0
Mo0hix,"Dec 31, 2023",#گلرخ_ایرایی توماج صالحی سرمشق نسلی‌ست که می‌خواهد رویاهایش را زندگی کند. رهبران و آینده ساران ایران  حدود ساعت ۸، اپوزیسیون ایران داخل زندان هاست جایی دیگه دنبالش نگردید. #زن_زندگی_آزادی #نرگس_محمدی,"گلرخ_ایرایی,زن_زندگی_آزادی,نرگس_محمدی",,2023-12-31,2023,12,31,0,6,Sunday,Winter,2023-12,Iran,8.0,,,"['University', 'Prison']",Organizational,['Unclassified'],['Neutral'],False,Public Opinion/Reshare,,Female,0.5,,0.0,0.0
AzadiTeheran,"Dec 31, 2023",رژیم کثیف اسلامی برای طنابهای دارش دنبال گردن میگرده! از خانواده محروم هستی؟ با شرف زندگی کردی؟ بی تفاوت نیستی و در مقابل ظلم سکوت نمیکنی؟ کنار مردمت می ایستی؟ آدم فروشی نمیکنی؟ #رضا_رسایی #مجاهد_کورکور #داوود_عبداللهی #سعید_شیرازی ساعات پایانی شب,"رضا_رسایی,مجاهد_کورکور,داوود_عبداللهی,سعید_شیرازی",,2023-12-31,2023,12,31,0,6,Sunday,Winter,2023-12,Iran,,Night,['Shiraz'],,Unknown,['Unclassified'],['Disgust'],False,Public Opinion/Reshare,,Male,0.5,Misogyny/Hostility,0.3,0.3
NRFWomen,"Sep 09, 2022",بخش ششم در بابل، کارزار ۱۶ روز کمپاین محو خشونت علیه زنان در این روز های اخیر رسانه ها از وخیم شدن وضعیت حقوق بشری و حقوق زنان در افغانستان گزارش داده اند و حوادث مربوط به خشونت علیه زنان بیشتر از هر وقت دیگر اتفاق می افتد. ما باید قوی و مستحکم‌تر از هر زمانی دیگر در مقابل این جنایات https://t.co/5xY2Yet1Rh,,,2022-09-09,2022,9,9,0,4,Friday,Fall,2022-09,Iran,,,['Babol'],,Unknown,['Unclassified'],['Neutral'],False,News/Report,,Female,0.9,,0.0,0.0
narges_news,"Oct 21, 2016",بر اساس گزارش‌ها، خیره شدن جنسی در کرج ساعت ۱۷ عصر در در هتل کرج رو به افزایش است. با شروع تاریکی امنیت کمتر میشه. حتی در فضاهای نیمه‌عمومی امنیت نیست.,,,2016-10-21,2016,10,21,0,4,Friday,Fall,2016-10,Iran,17.0,Evening,['Karaj'],,Unknown,['Unclassified'],['Neutral'],False,News/Report,,Female,0.9,,0.0,0.0
Saman2318947655,"Feb 20, 2022",تو تهران بندرت به زنی که حجاب ندارن نگاه می‌کنن یه جور احترام خاص از خوهرم پرسیدم گفت مزاحمت خیابانی یک دهم شده حدود ساعت ۱۹,,,2022-02-20,2022,2,20,0,6,Sunday,Winter,2022-02,Iran,19.0,,['Tehran'],"['Street', 'Prison']",Public,['Unclassified'],['Neutral'],False,Public Opinion/Reshare,,Male,0.9,Neutral/Unclassified,0.0,0.0
iran3099,"Jan 15, 2018",آمار دنبال کردن در تهران نگران‌کننده است. آخرین مورد ساعت ۱۵ بعدازظهر در محل کار تهران رخ داده. حتی روشنای روز هم جلوی آزار رو نمی‌گیره.,امنیت_زنان,,2018-01-15,2018,1,15,0,0,Monday,Winter,2018-01,Iran,15.0,Afternoon,['Tehran'],['Workplace'],Organizational,['Institutional Harassment'],['Neutral'],False,Public Opinion/Reshare,,Unknown,0.0,,0.0,0.0
life838,"Oct 23, 2022",نکنه من تنها کسی هستم که ظهر حدود ساعت ۱۲ در دفتر کار شهر همدان تماس فیزیکی ناخواسته شده؟ در ساعات روز هم این اتفاق‌ها میفته. کودکها باید قوی‌تر باشن.,,,2022-10-23,2022,10,23,0,6,Sunday,Fall,2022-10,Iran,12.0,Afternoon,['Hamedan'],['Workplace'],Organizational,['Physical Harassment'],['Neutral'],False,First-person (Victim),,Unknown,0.0,,0.0,0.0
right352,"Oct 10, 2026",واقعاً متاسفم. ساعت ۱۵ بعدازظهر در در استخر سنندج اظهارنظر جنسی اتفاق افتاد و قربانی زن بود. حتی روشنای روز هم جلوی آزار رو نمی‌گیره. مکان‌های نیمه‌عمومی هم ناامن هستند.,,,2026-10-10,2026,10,10,0,5,Saturday,Fall,2026-10,Iran,15.0,Afternoon,['Sanandaj'],,Unknown,['Verbal Harassment'],"['Fear', 'Sadness', 'Empathy']",False,First-person (Victim),,Female,0.7,,0.05,0.05
girl937,"Jan 12, 2022",واقعاً خسته شدم. ساعت ۸ صبح مسجد تهران بازم متلک جنسی شنیدم. دختر قربانی بوده. روزها هم آزار جنسی خیلی زیاده. فضای عمومی اصلاً امن نیست.,آزار_بس,,2022-01-12,2022,1,12,0,2,Wednesday,Winter,2022-01,Iran,8.0,Morning,['Tehran'],,Unknown,['Verbal Harassment'],['Neutral'],False,First-person (Victim),,Female,0.9,,0.0,0.0
OneHopelessHope,"Dec 31, 2020",به این توییت آقای رونقی می‌توان اضافه کرد که در ایران آخوندی نه تنها آزادی نداریم، که امنیت غذایی و بهداشتی-درمانی هم نداریم. ضمن اینکه امنیت یک شهر باید شامل امنیت زنان آن شهر هم بشود.,,,2020-12-31,2020,12,31,0,3,Thursday,Winter,2020-12,Iran,,,,['University'],Organizational,['Unclassified'],['Neutral'],False,First-person (Victim),,Male,0.7,Neutral/Unclassified,0.0,0.0
marianmeyer0,"Aug 26, 2025","با قهرمان ۱۲ ساله انگلیسی آشنا بشین به لطف سیاستمداران احمق اروپا یه مشت حیون مسلمان رو به اسم مهاجر ریختن تو کشورشون تا این دختر ۱۲ ساله مجبور باشه با قمه و تبر در برابر مزاحمت خیابانی یک راس مسلمان از خودش دفاع کنه خاک برسرتون خااااک
Elle119288,Dec 24,پارسال تو فروشگاه ک‌وروش ح زاده با کارگرای ح زاده تر از سپاه مادرجندش!تجربه ازار جنسی داشتم که حتی واکنش نتونستم نشون بدم از شکه شدن!بین دوتا یخچال وایستاده بودم شیر بردارم!کارگر عمدا اومد با فشار دادن خودش به من و له کردن من رد شد وقتی بهش گفتم از اینجا رد نمیشی مالید و رفت,,
masoodsafa313,Dec 14,عاقبت کشور های دیگه رو هم دیدیم تا همین چند وقت پیش اروپایی های نمی‌دونستن بابای بچه هامون هستند یا نه تو آمریکا به کروکودیل هم تجاوز میکنن تو انگلیس اکثر زن ها تجربه آزار جنسی دارن یه جوری صحبت نکنید بقیه فکر کنم خیلی روشن فکرید دوتا کتاب بخونید بعد بیاد توییت بزنید,,
RuhollahSeddigh,Dec 12,بعداز پرخاشگری چندماه پیشِ همسرش، حین رابطه‌ی جنسی دچار اضطراب می‌شد و پس از آن سردردهای شدید میگرفت؛ به همین دلیل از نزدیکی گریزان بود. در ارزیابی‌ها روشن شد که او در کودکی تجربه آزار جنسی داشته و رفتار اخیر همسرش آن خاطره‌ی آسیب‌زا را دوباره فعال کرده بود (نقل با اجازه زوج),,
BanuyeFatemi,Dec 9,در ا.ر.و.پ.ا از هر سه زن اروپایی، یک نفر تجربه آزار جنسی دارد. به این معنا که در «به‌ظاهر امن‌ترین» فرهنگ جهان، بدن زن در نگاه بسیاری از مردان غربی یک """"حق"""" مصرفی تلقی می‌شود. سؤال: چگونه ممکن است جامعه‌ای که چنین آماری دارد، خود را الگوی جهانی امنیت زن بداند؟ #زن_ایرانی #مهنا""","زن_ایرانی,مهنا",,2025-08-26,2025,8,26,0,1,Tuesday,Summer,2025-08,Mixed,,,['Qom'],"['Street', 'Market']",Public,['Sexual Assault/Rape'],['Sadness'],False,First-person (Victim),,Female,0.7,,0.15,0.15
justice181,"Aug 08, 2025",پلیس از بازداشت متهم دنبال کردن پسر خبر داد. حادثه شب در رستوران شهر ساری رخ داده. بعد از غروب آفتاب امنیت زنان کاهش می‌یابه.,ساری,,2025-08-08,2025,8,8,0,4,Friday,Summer,2025-08,Iran,,Night,['Sari'],['Prison'],Organizational,['Unclassified'],['Neutral'],False,News/Report,['Security/CCTV'],Male,0.7,Neutral/Unclassified,0.0,0.0
report29,"Jul 12, 2025",منابع امنیتی: بعدازظهر خیابان حافظ ارومیه دانشجوی مورد تجاوز جنسی قرار گرفته. متهم دستگیر شده. روزها هم آزار جنسی خیلی زیاده. https://t.co/101a0f8,تجاوز_جنسی,,2025-07-12,2025,7,12,0,5,Saturday,Summer,2025-07,Iran,,Afternoon,['Urmia'],['Street'],Public,['Sexual Assault/Rape'],['Neutral'],False,News/Report,,Unknown,0.0,,0.0,0.0
brjas2OO2,"Apr 24, 2022",نگرانیهای خامنه‌ای و طرفدارانش رو درک می‌کنم ولی کون دادن و در عین حال در رشت، آزار جنسی پسر بچه‌ها را مخالف با مبارزه علیه بی‌ححابی می‌دانم 🤭 #کاترین_شکدم “قسم حضرت عباس را باور کنم یا دم خروس را”,کاترین_شکدم,,2022-04-24,2022,4,24,0,6,Sunday,Spring,2022-04,Iran,,,['Rasht'],,Unknown,['Unclassified'],['Hope'],False,Public Opinion/Reshare,,Male,0.7,Justification,0.0,0.0
human.narges,"May 17, 2022",شاهد حادثه دنبال کردن در اتوبوس اصفهان بودم. پیش از ظهر حدود ساعت ۱۰ دانشجوی کمک می‌خواست ولی... در ساعات روز هم این اتفاق‌ها میفته. فضای عمومی باید تغییر کنه.,امنیت_زنان,"news6184,mina99",2022-05-17,2022,5,17,0,1,Tuesday,Spring,2022-05,Iran,10.0,Afternoon,['Isfahan'],['Metro/Bus'],Transport,['Unclassified'],['Hope'],False,Public Opinion/Reshare,,Female,0.9,,0.0,0.0
free379,"Dec 20, 2025",#آزار_بس! ساعت ۸ صبح در رختکن استخر شهر شیراز زنی متلک جنسی شد. در ساعات روز هم این اتفاق‌ها میفته. مکان نیمه‌عمومی باید امن‌تر بشه.,آزار_کلامی,,2025-12-20,2025,12,20,0,5,Saturday,Winter,2025-12,Iran,8.0,Morning,['Shiraz'],,Unknown,['Verbal Harassment'],['Neutral'],False,Public Opinion/Reshare,,Female,0.7,,0.0,0.0
ali3899,"Sep 25, 2026",بیدار بشیم! ساعت ۱۰ پیش از ظهر در خیابان تهران دختری آزار جنسی فیزیکی شده. در ساعات روز هم این اتفاق‌ها میفته. فضای عمومی ایمن نیست.,,,2026-09-25,2026,9,25,0,4,Friday,Fall,2026-09,Iran,10.0,Afternoon,['Tehran'],['Street'],Public,['Unclassified'],['Neutral'],False,First-person (Victim),,Male,0.9,Neutral/Unclassified,0.0,0.0
justice85,"Apr 22, 2023",آمار آزار جنسی فیزیکی در مشهد نگران‌کننده است. آخرین مورد بعدازظهر در مترو شهر مشهد رخ داده. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته.,مشهد,,2023-04-22,2023,4,22,0,5,Saturday,Spring,2023-04,Iran,,Afternoon,['Mashhad'],['Metro/Bus'],Transport,['Unclassified'],['Neutral'],False,Public Opinion/Reshare,,Unknown,0.0,,0.0,0.0
shirin7456,"Mar 26, 2024",فضای عمومی برای زنان ناامنه. همین ساعت ۸ صبح در حسینیه کرمانشاه کودکی دنبال کردن شد. حتی روشنای روز هم جلوی آزار رو نمی‌گیره.,آزار_کودکان,parvin635,2024-03-26,2024,3,26,0,1,Tuesday,Spring,2024-03,Iran,8.0,Morning,"['Kermanshah', 'Kerman']",,Unknown,['Unclassified'],['Fear'],False,Public Opinion/Reshare,,Male,0.5,Neutral/Unclassified,0.0,0.0
persian7625,"Mar 19, 2025",گزارش: ظهر حدود ساعت ۱۲ در کلانتری شهر تبریز حادثه آزار جنسی کلامی رخ داد. قربانی زن و متهم مسئول بازداشتگاه بوده. در محیط کاری باید قوانین سخت‌گیرانه‌تری باشه. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. https://t.co/35f15c8,,,2025-03-19,2025,3,19,0,2,Wednesday,Spring,2025-03,Iran,12.0,Afternoon,['Tabriz'],['Prison'],Organizational,['Unclassified'],['Neutral'],False,News/Report,['Law Reform'],Female,0.7,,0.0,0.0
women6876,"Sep 13, 2026",جنبش علیه تهدید جنسی: ساعت ۸ صبح سکوی مترو رشت تجمعی برگزار شد. حتی روشنای روز هم جلوی آزار رو نمی‌گیره. فضای عمومی باید پایان داده بشه به این آزارها.,مترو_ناامن,,2026-09-13,2026,9,13,0,6,Sunday,Fall,2026-09,Iran,8.0,Morning,['Rasht'],['Metro/Bus'],Transport,['Unclassified'],['Neutral'],False,Public Opinion/Reshare,,Female,0.9,,0.0,0.0
obs_mhd,"Apr 07, 2018",بیدار بشیم! ظهر حدود ساعت ۱۲ در تاکسی شهر تهران کودکی عکسبرداری ناخواسته شده. در ساعات روز هم این اتفاق‌ها میفته. فضای عمومی ایمن نیست. https://t.co/22c4f95,تاکسی_ناامن,,2018-04-07,2018,4,7,0,5,Saturday,Spring,2018-04,Iran,12.0,Afternoon,['Tehran'],['Taxi'],Transport,['Unclassified'],['Neutral'],False,First-person (Victim),,Unknown,0.0,,0.0,0.0
simin_dokht_25,"Sep 11, 2025",همواره قوانین جمهوری اسلامی را محترم شمرده اند،، مخصوصا اونجایی که اعضای بدن هموطنان عزیز ما رو قاچاق میکنن و به دختران پاک دامن و نجیب ایران تجاوز میکنن در شرکت. #اخراج_افغانی_مطالبه_ملی https://t.co/nXAt2JlYbn,اخراج_افغانی_مطالبه_ملی,,2025-09-11,2025,9,11,0,3,Thursday,Fall,2025-09,Iran,,,,['Workplace'],Organizational,['Sexual Assault/Rape'],['Neutral'],False,First-person (Victim),['Law Reform'],Female,0.7,,0.0,0.0
saeed808,"Dec 24, 2026",ظهر حدود ساعت ۱۲ در حیاط مدرسه اصفهان تفقی رو تجربه کردم. فقط دلم می‌خواست بدون ترس تو شهر قدم بزنم. در ساعات روز هم این اتفاق‌ها میفته.,امنیت_زنان,,2026-12-24,2026,12,24,0,3,Thursday,Winter,2026-12,Iran,12.0,Afternoon,['Isfahan'],['School'],Organizational,['Institutional Harassment'],"['Fear', 'Empathy']",False,First-person (Victim),,Male,0.9,Neutral/Unclassified,0.0,0.0
hamid897,"Oct 01, 2022",شب در زندان مشهد متلک جنسی رو تجربه کردم. چرا باید سکوت کنم؟. ساعات شب خطر آزار جنسی بالاتره.,زن_زندگی_آزادی,"news6106,life360",2022-10-01,2022,10,1,0,5,Saturday,Fall,2022-10,Iran,,Night,['Mashhad'],['Prison'],Organizational,['Verbal Harassment'],['Neutral'],False,Public Opinion/Reshare,,Male,0.9,Justification,0.0,0.0
hasan_girl,"Dec 05, 2022",دادگاه: همکار مرتکب تهدید جنسی دختر جوان در منزل مشهد شده. حادثه نیمه‌شب بوده. حتی در خانه هم امنیت نیست.,خشونت_خانگی,,2022-12-05,2022,12,5,0,0,Monday,Winter,2022-12,Iran,,Night,['Mashhad'],['Home'],Private,['Institutional Harassment'],['Neutral'],False,News/Report,,Female,0.9,,0.0,0.0
sarbazan_ayat,"Dec 28, 2018",در دسامبر ۲۰۱۷ (آذر ۹۶) نیز سه زن آمریکایی به نام‌های «جسیکا لیدز»، «سامانتا هولوی» و «ریچل کروکس» در جریان یک نشست خبری در نیویورک در گرگان، اسنادی را دال بر مورد آزار جنسی قرار گرفتن از جانب ترامپ ارائه کردند. #USARegimeChange #قدرت_پوشالی,"USARegimeChange,قدرت_پوشالی",,2018-12-28,2018,12,28,0,4,Friday,Winter,2018-12,Mixed,,,['Gorgan'],,Unknown,['Unclassified'],['Neutral'],False,News/Report,,Female,0.7,,0.0,0.0
nazi1140,"Jul 17, 2025",واقعاً خسته شدم. بعدازظهر حدود ساعت ۱۵ در پله‌برقی پل عابر بابل بازم آزار جنسی فیزیکی شنیدم. دانشجو قربانی بوده. حتی روشنای روز هم جلوی آزار رو نمی‌گیره. فضای عمومی اصلاً امن نیست.,,,2025-07-17,2025,7,17,0,3,Thursday,Summer,2025-07,Iran,15.0,Afternoon,['Babol'],,Unknown,['Unclassified'],['Neutral'],False,First-person (Victim),,Unknown,0.0,,0.0,0.0
ali3449,"May 18, 2024",ادعانامه علیه استاد که ساعت ۱۲ ظهر در دانشگاه مشهد مرتکب تماس فیزیکی ناخواسته شده صادر شد. قربانی زن بوده. محیط سازمانی باید امن‌تر بشه.,آزار_جنسی,sara751,2024-05-18,2024,5,18,0,5,Saturday,Spring,2024-05,Iran,12.0,Afternoon,['Mashhad'],['University'],Organizational,"['Physical Harassment', 'Institutional Harassment']",['Neutral'],False,Public Opinion/Reshare,,Male,0.9,Neutral/Unclassified,0.0,0.0
narges1650,"Jun 14, 2026",باز هم خبر آزار جنسی فیزیکی! این بار ساعت ۸ صبح در باشگاه کرمان. قربانی دختر بوده. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. تا کی مکان نیمه‌عمومی ناامن باشه؟,,,2026-06-14,2026,6,14,0,6,Sunday,Summer,2026-06,Iran,8.0,Morning,['Kerman'],,Unknown,['Unclassified'],['Fear'],False,First-person (Victim),,Female,0.9,,0.0,0.0
parvin300,"Sep 17, 2021",گزارش: پیش از ظهر حدود ساعت ۱۰ آسانسور تهران حادثه نگاه خیره جنسی رخ داد. قربانی زن و متهم همسایه بوده. مکان‌های نیمه‌عمومی هم ناامن هستند. روزها هم آزار جنسی خیلی زیاده.,,,2021-09-17,2021,9,17,0,4,Friday,Fall,2021-09,Iran,10.0,Afternoon,['Tehran'],,Unknown,['Unclassified'],['Fear'],False,News/Report,,Female,0.7,,0.0,0.0
watch395,"Nov 28, 2026",باز هم خبر تماس فیزیکی ناخواسته! این بار ظهر شرکت اصفهان. قربانی دختر بوده. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. تا کی محیط کاری ناامن باشه؟ https://t.co/45df5ec,آزار_محل_کار,"nazi170,saeed_justice",2026-11-28,2026,11,28,0,5,Saturday,Fall,2026-11,Iran,,Afternoon,['Isfahan'],['Workplace'],Organizational,['Physical Harassment'],['Fear'],False,First-person (Victim),,Female,0.7,,0.0,0.0
women6146,"Jun 21, 2025",#آزار_بس! عصر در فروشگاه شهر ارومیه زنی خیره شدن جنسی شد. با شروع تاریکی امنیت کمتر میشه. فضای عمومی باید امن‌تر بشه.,زن_زندگی_آزادی,,2025-06-21,2025,6,21,0,5,Saturday,Summer,2025-06,Iran,,Evening,['Urmia'],['Market'],Public,['Unclassified'],['Neutral'],False,Public Opinion/Reshare,,Female,0.9,,0.0,0.0
farsi885,"Jul 15, 2022",ظهر حدود ساعت ۱۲ در مدرسه شهر یزد تجاوز جنسی رو تجربه کردم. فقط دلم می‌خواست بدون ترس تو شهر قدم بزنم. حتی روشنای روز هم جلوی آزار رو نمی‌گیره.,آزار_مدرسه,,2022-07-15,2022,7,15,0,4,Friday,Summer,2022-07,Iran,12.0,Afternoon,['Yazd'],['School'],Organizational,"['Sexual Assault/Rape', 'Institutional Harassment']","['Fear', 'Empathy']",False,First-person (Victim),,Unknown,0.0,,0.0,0.0
hope876,"Dec 23, 2021",آمار آزار جنسی کلامی در اصفهان نگران‌کننده است. آخرین مورد ساعت ۱۹ شب‌غروب پارک ملت اصفهان رخ داده. ساعات شب خطر آزار جنسی بالاتره.,حقوق_زنان,,2021-12-23,2021,12,23,0,3,Thursday,Winter,2021-12,Iran,19.0,Night,['Isfahan'],['Park'],Public,['Unclassified'],['Neutral'],False,Public Opinion/Reshare,,Unknown,0.0,,0.0,0.0
Hoosli5,"May 10, 2022",میزان مزاحمت خیابانی ارتباط مستقیم با مادرجنده بودن فرد مزاحم دارد و لاغیر حدود ساعت ۱۰ در تهران,,,2022-05-10,2022,5,10,0,1,Tuesday,Spring,2022-05,Iran,10.0,,['Tehran'],['Street'],Public,['Unclassified'],['Neutral'],False,Public Opinion/Reshare,,Unknown,0.0,,0.0,0.0
hossein8492,"Jun 26, 2021",گزارش: ساعت ۲۱ شب منزل اصفهان حادثه تفقی رخ داد. قربانی نوجوان و متهم شوهر بوده. آزار در فضای خانگی هم وجود داره. در تاریکی شب آزارگران جرأت بیشتری دارن.,خشونت_خانگی,"ali535,iran214",2021-06-26,2021,6,26,0,5,Saturday,Summer,2021-06,Iran,21.0,Night,['Isfahan'],['Home'],Private,['Domestic/Family Harassment'],['Neutral'],False,News/Report,,Unknown,0.0,,0.0,0.0
saeed7458,"Apr 27, 2023",وقتی صبح حدود ساعت ۸ پارک شاه‌گولی مشهد اظهارنظر جنسی اتفاق می‌افته و کسی واکنش نشون نمیده، فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. همه مسئولیم فضای عمومی رو امن‌تر کنیم.,پارک_ناامن,,2023-04-27,2023,4,27,0,3,Thursday,Spring,2023-04,Iran,8.0,Morning,['Mashhad'],['Park'],Public,['Verbal Harassment'],['Neutral'],False,Public Opinion/Reshare,,Male,0.9,Justification,0.0,0.0
watch_watch,"Apr 25, 2026",#آزار_بس! ساعت ۱۵ بعدازظهر در شرکت شهر همدان زنی تجاوز جنسی شد. روزها هم آزار جنسی خیلی زیاده. محیط کاری باید امن‌تر بشه.,آزار_جنسی,,2026-04-25,2026,4,25,0,5,Saturday,Spring,2026-04,Iran,15.0,Afternoon,['Hamedan'],['Workplace'],Organizational,['Sexual Assault/Rape'],['Neutral'],False,Public Opinion/Reshare,,Female,0.7,,0.0,0.0
free83,"Dec 01, 2019",بعدازظهر در خیابان شهر مشهد آزار جنسی کلامی رو تجربه کردم. خیلی‌ها مثل من سکوت می‌کنن چون می‌ترسن. حتی روشنای روز هم جلوی آزار رو نمی‌گیره.,آزار_جنسی,,2019-12-01,2019,12,1,0,6,Sunday,Winter,2019-12,Iran,,Afternoon,['Mashhad'],['Street'],Public,['Unclassified'],['Fear'],False,First-person (Victim),,Unknown,0.0,,0.0,0.0
sara207,"Jun 07, 2019",فضای خانگی برای زنان ناامنه. همین نیمه‌شب آپارتمان تهران زنی متلک جنسی شد. شب وقت بیشترین گزارش‌های آزار جنسی هست. https://t.co/5248eb6,آزار_جنسی,,2019-06-07,2019,6,7,0,4,Friday,Summer,2019-06,Iran,,Night,['Tehran'],['Home'],Private,"['Verbal Harassment', 'Domestic/Family Harassment']",['Fear'],False,News/Report,,Female,0.9,,0.0,0.0
nazi8678,"Jan 12, 2023",روایتی از آزار جنسی فیزیکی در تبریز: ظهر حدود ساعت ۱۲ دفتر کار تبریز زنی مورد آزار قرار گرفت. در ساعات روز هم این اتفاق‌ها میفته. متهم هنوز دستگیر نشده. https://t.co/1768ae8,آزار_محل_کار,iran317,2023-01-12,2023,1,12,0,3,Thursday,Winter,2023-01,Iran,12.0,Afternoon,['Tabriz'],['Workplace'],Organizational,['Unclassified'],['Neutral'],False,Public Opinion/Reshare,,Female,0.7,,0.0,0.0
amir249,"May 25, 2022",#آزار_بس! صبح در خوابگاه دانشجویی بوشهر دختر جوانی عکسبرداری ناخواسته شد. روزها هم آزار جنسی خیلی زیاده. محیط کاری باید امن‌تر بشه.,زن_زندگی_آزادی,,2022-05-25,2022,5,25,0,2,Wednesday,Spring,2022-05,Iran,,Morning,['Bushehr'],,Unknown,['Unclassified'],['Neutral'],False,Public Opinion/Reshare,,Male,0.9,Neutral/Unclassified,0.0,0.0
news4019,"Jun 11, 2025",بیدار بشیم! ساعت ۱۷ عصر هتل بندرعباس دختری آزار جنسی فیزیکی شده. با شروع تاریکی امنیت کمتر میشه. مکان نیمه‌عمومی ایمن نیست.,,,2025-06-11,2025,6,11,0,2,Wednesday,Summer,2025-06,Iran,17.0,Evening,['Bandar Abbas'],['Prison'],Organizational,['Unclassified'],['Neutral'],False,First-person (Victim),,Female,0.7,,0.0,0.0
narges8464,"Nov 26, 2022",واقعاً خسته شدم. صبح حدود ساعت ۸ ایستگاه مترو کرج بازم تجاوز جنسی شنیدم. زن قربانی بوده. روزها هم آزار جنسی خیلی زیاده. فضای عمومی اصلاً امن نیست.,"تجاوز_جنسی,مترو_ناامن","ahmad20,nazi.nazi",2022-11-26,2022,11,26,0,5,Saturday,Fall,2022-11,Iran,8.0,Morning,['Karaj'],['Metro/Bus'],Transport,['Sexual Assault/Rape'],['Neutral'],False,First-person (Victim),,Female,0.9,,0.0,0.0
fatemeh4682,"Jan 07, 2025",آمار تفقی در کرج نگران‌کننده است. آخرین مورد ساعت ۲۱ شب محل سکونت کرج رخ داده. بعد از غروب آفتاب امنیت زنان کاهش می‌یابه. https://t.co/ba70c7,آزار_جنسی,,2025-01-07,2025,1,7,0,1,Tuesday,Winter,2025-01,Iran,21.0,Night,['Karaj'],,Unknown,['Unclassified'],['Neutral'],False,Public Opinion/Reshare,,Female,0.9,,0.0,0.0
___IRANI,"Sep 27, 2022",ای وای بر ما، ای وای بر ملت ستمدیده ایران که #فمنیست اش شما باشید ! وضعیت زنان و مردمان ایرانی به‌شدت نگران‌کننده خواهد بود اگر گفتمان مسلطی که خود را «فمینیستی» می‌نامد، در عمل توسط کنشگرانی نمایندگی شود که به‌جای تحلیل ساختاری نابرابری، به تحقیر اخلاقی و روان‌شناسانهٔ در رشت,فمنیست,,2022-09-27,2022,9,27,0,1,Tuesday,Fall,2022-09,Iran,,,['Rasht'],,Unknown,['Unclassified'],['Neutral'],False,Public Opinion/Reshare,,Unknown,0.0,,0.0,0.0
voice.justice,"Dec 28, 2018",گزارش: ساعت ۱۵ بعدازظهر پارک شیراز حادثه نگاه خیره جنسی رخ داد. قربانی نوجوان و متهم مرد بوده. در اماکن عمومی هیچ نظارتی نیست. روزها هم آزار جنسی خیلی زیاده.,,,2018-12-28,2018,12,28,0,4,Friday,Winter,2018-12,Iran,15.0,Afternoon,['Shiraz'],['Park'],Public,['Unclassified'],['Neutral'],False,News/Report,['Security/CCTV'],Male,0.7,Neutral/Unclassified,0.0,0.0
voice3531,"Apr 12, 2022",آمار نشان می‌دهد نزدیک شدن ناخواسته ظهر در حسینیه شهر لرستان بیشتر رخ می‌دهد. قربانیان عمدتاً زن هستند. روزها هم آزار جنسی خیلی زیاده. فضای عمومی ناامن است.,,,2022-04-12,2022,4,12,0,1,Tuesday,Spring,2022-04,Iran,,Afternoon,['Lorestan'],,Unknown,['Physical Harassment'],['Fear'],False,First-person (Victim),,Female,0.7,,0.0,0.0
mina5147,"Dec 14, 2016",پلیس از بازداشت متهم اظهارنظر جنسی دختر خبر داد. حادثه عصر حدود ساعت ۱۷ در مجتمع تجری تبریز رخ داده. با شروع تاریکی امنیت کمتر میشه.,,narges_free,2016-12-14,2016,12,14,0,2,Wednesday,Winter,2016-12,Iran,17.0,Evening,['Tabriz'],"['Prison', 'Mall']",Public,['Verbal Harassment'],['Neutral'],False,News/Report,['Security/CCTV'],Female,0.9,,0.0,0.0
justice6138,"Aug 25, 2025",دیروز شب در کافی‌شاپ تهران مورد آزار در برابر جنسی قرار گرفتم. یک مرد ناشناس بدون هیچ ترس ساعات شب خطر آزار جنسی بالاتره. تا کی باید تحمل کنیم؟,تهران,,2025-08-25,2025,8,25,0,0,Monday,Summer,2025-08,Iran,,Night,['Tehran'],,Unknown,['Unclassified'],['Fear'],False,Public Opinion/Reshare,,Male,0.7,Neutral/Unclassified,0.0,0.0
