Username,Date,Tweet Text,Hashtags,Mentions,Date_parsed,Year,Month,Day,Hour,DayOfWeek,WeekDayName,Season,YearMonth,Iran_Relevance
obs9831,"Feb 16, 2023",روایتی از متلک جنسی در تهران: صبح در فروشگاه تهران زن مسافری مورد آزار قرار گرفت. روزها هم آزار جنسی خیلی زیاده. متهم هنوز دستگیر نشده.,زن_زندگی_آزادی,,2023-02-16,2023,2,16,0,3,Thursday,Winter,2023-02,Iran
student684,"Feb 13, 2020",شکایت دختر جوان از مرد ناشناس به اتهام خیره شدن جنسی در خیابان فردوسی ساری ثبت شد. ماجرا ساعت ۱۵ بعدازظهر رخ داده. در اماکن عمومی هیچ نظارتی نیست. https://t.co/47bcada,خیابان_ناامن,"hope452,life.ali",2020-02-13,2020,2,13,0,3,Thursday,Winter,2020-02,Iran
iran232,"Nov 12, 2019",ادعانامه علیه مرد که ظهر حدود ساعت ۱۲ در خیابان جمهوری شهر مشهد مرتکب آزار جنسی فیزیکی شده صادر شد. قربانی دختر بوده. در اماکن عمومی هیچ نظارتی نیست.,آزار_جنسی,,2019-11-12,2019,11,12,0,1,Tuesday,Fall,2019-11,Iran
human4120,"Jan 10, 2021",بازداشت متهم متلک جنسی در قم. حادثه ساعت ۱۹ شب‌غروب در راهروی هتل قم رخ داده. قربانی زن جوان گزارش داده. مکان‌های نیمه‌عمومی هم ناامن هستند.,آزار_کلامی,,2021-01-10,2021,1,10,0,6,Sunday,Winter,2021-01,Iran
sporty_girl87,"Dec 05, 2022",بیا باهم بررسی کنیم، ماهایی که توی خونواده های اصطلاحا طبقه ی متوسط و روشنفکر بزرگ شدیم چقدر رنج کشیدیم تا به اینجا، از لمس های متجاوزین، از استرس نگاه های هرز، از انگشت کردن توی خیابون، از گشت ارشاد، از شرم پریود در زنجان، از ترس سکس قبل از ازدواج و هزارتا چیز دیگه که هرکدومش درد سنگینیه,,,2022-12-05,2022,12,5,0,0,Monday,Winter,2022-12,Iran
parvin12,"Mar 06, 2018",منابع امنیتی: ظهر حدود ساعت ۱۲ در شرکت خصوصی مشهد زنی مورد آزار در برابر جنسی قرار گرفته. متهم دستگیر شده. روزها هم آزار جنسی خیلی زیاده. https://t.co/3ce1d10,,,2018-03-06,2018,3,6,0,1,Tuesday,Spring,2018-03,Iran
YASAHEBALZAMAN5,"Dec 26, 2025",قرار گرفتند و تقریباً دو سوم آنها آزار جنسی یا شیءانگاری را به عنوان چالش بزرگی که با آن روبرو هستند، ذکر کردند. 🔹۸۱٪ از زنان گفتند که احساس می‌کنند در مقایسه با مردان شب‌غروب، کارشان کمتر به رسمیت شناخته می‌شود. 🔹همچنین ۹۰٪ از آنان اعلام کردند که در صنعت موسیقی ــ که سلطهٔ .....,,,2025-12-26,2025,12,26,0,4,Friday,Winter,2025-12,Ambiguous
voice228,"Dec 21, 2023",نمیدونم چی بگم. ساعت ۱۹ شب‌غروب در اتوبوس کرمانشاه راننده اتوبوس بهم نزدیک شدن ناخواسته کرد. در اماکن عمومی هیچ نظارتی نیست. شب‌ها امنیت برای زنان خیلی کمتره.,"زن_زندگی_آزادی,کرمانشاه",,2023-12-21,2023,12,21,0,3,Thursday,Winter,2023-12,Iran
nazi6184,"Jan 14, 2022",جنبش علیه نزدیک شدن ناخواسته: بعدازظهر باشگاه تورنتو تجمعی برگزار شد. حتی روشنای روز هم جلوی آزار رو نمی‌گیره. مکان نیمه‌عمومی باید پایان داده بشه به این آزارها.,,,2022-01-14,2022,1,14,0,4,Friday,Winter,2022-01,Ambiguous
mehdi.narges,"May 07, 2023",دادگاه: مرد ناشناس مرتکب عکسبرداری ناخواسته دختر جوان در مسجد محله شهر گرگان شده. حادثه ظهر بوده. مکان‌های عمومی شهر ناامن هستند. https://t.co/3c512a8,زن_زندگی_آزادی,,2023-05-07,2023,5,7,0,6,Sunday,Spring,2023-05,Iran
harasswatch,"Nov 01, 2019",«کنار تقاطع ایستاده بودم که آن مرد به من نزدیک شد، گفت که مرا تا آن سمت خیابان می‌برد و مرا با خود کشاند. وقتی رسیدیم بازویم را نوازش کرد، پستانم را لمس کرد و از من می‌پرسید که خانه‌ام کجاست حدود ساعت ۱۵، کجا می‌روم و با مردی هستم یا نه. احساس می‌کنم به عنوان یک زن معلول حق من مبنی بر اینکه https://t.co/mewhHoaZkA,,,2019-11-01,2019,11,1,0,4,Friday,Fall,2019-11,Ambiguous
mehdi.mashhad,"Feb 26, 2023",دیروز ظهر حدود ساعت ۱۲ شرکت ونکوور مورد آزار جنسی کلامی قرار گرفتم. یک همکار مرد بدون هیچ ترس فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. تا کی باید تحمل کنیم؟,,,2023-02-26,2023,2,26,0,6,Sunday,Winter,2023-02,Ambiguous
maryam390,"Aug 09, 2022",روایتی از دنبال کردن در مشهد: ظهر حدود ساعت ۱۲ در رستوران شهر مشهد زن جوانی مورد آزار قرار گرفت. حتی روشنای روز هم جلوی آزار رو نمی‌گیره. متهم هنوز دستگیر نشده.,,student.hamid,2022-08-09,2022,8,9,0,1,Tuesday,Summer,2022-08,Iran
life920,"Mar 05, 2022",خبر: موتورسوار به اتهام آزار جنسی فیزیکی دختر در پیاده‌رو شهر تبریز بازداشت شد. ماجرا ظهر اتفاق افتاده. فضای عمومی باید برای همه امن باشه.,خیابان_ناامن,,2022-03-05,2022,3,5,0,5,Saturday,Spring,2022-03,Iran
AmirSoltanzade2,"Dec 30, 2021",شما امنیت زنان در خیابان را تامین کنید، جنگیدن تو سوریه و امنیت تنگه هرمز پیش‌کش! هر روز در یک شهر.. در ایلام. #اسیدپاشی,اسیدپاشی,,2021-12-30,2021,12,30,0,3,Thursday,Winter,2021-12,Iran
watch3869,"Sep 18, 2025",کسی دیگه هم شب‌غروب پارک تهران نزدیک شدن ناخواسته رو تجربه کرده؟ زنها ساعات شب خطر آزار جنسی بالاتره. فضای عمومی باید جدی‌تر گرفته بشه.,پارک_ناامن,,2025-09-18,2025,9,18,0,3,Thursday,Fall,2025-09,Iran
justice7159,"Mar 20, 2020",جنبش علیه نزدیک شدن ناخواسته: ظهر حدود ساعت ۱۲ در مترو شهر لندن تجمعی برگزار شد. حتی روشنای روز هم جلوی آزار رو نمی‌گیره. فضای عمومی باید پایان داده بشه به این آزارها.,مترو_ناامن,,2020-03-20,2020,3,20,0,4,Friday,Spring,2020-03,Ambiguous
mashhad828,"May 12, 2022",واقعاً خسته شدم. بعدازظهر پارک اصفهان بازم اظهارنظر جنسی شنیدم. دختر جوان قربانی بوده. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. فضای عمومی اصلاً امن نیست. https://t.co/4bb7196,,,2022-05-12,2022,5,12,0,3,Thursday,Spring,2022-05,Iran
zahra.persian,"Jan 10, 2024",واقعاً متاسفم. ساعت ۱۲ ظهر در خیابان اردبیل اظهارنظر جنسی اتفاق افتاد و قربانی کودک بود. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. در اماکن عمومی هیچ نظارتی نیست.,,,2024-01-10,2024,1,10,0,2,Wednesday,Winter,2024-01,Iran
kurdchannel_tv,"Apr 09, 2023",نافرمانی مدنی زنان ایران در برابر حجاب اجباری و سیاست یکدست کردن پوشش توسط رژیم همچنان ادامه دارد. به گزارش روزنامه گاردین، سه سال پس از کشته‌شدن مهسا امینی در بازداشت گشت ارشاد، فضای اجتماعی ایران دستخوش تغییری عمیق شده و زنان جوان با انتشار ویدیوهایی در شبکه‌های اجتماعی، حضور,,,2023-04-09,2023,4,9,0,6,Sunday,Spring,2023-04,Iran
farsi7963,"Jul 15, 2025",نمیدونم چی بگم. ظهر در تاکسی شهر همدان راننده تاکسی بهم متلک جنسی کرد. مکان‌های عمومی شهر ناامن هستند. روزها هم آزار جنسی خیلی زیاده.,آزار_جنسی,,2025-07-15,2025,7,15,0,1,Tuesday,Summer,2025-07,Iran
alef_siin,"Mar 14, 2025",زن زندگی آزادی خب بعدش!؟ یه شعارو گرفتین دستتون هر هرچی بگه سریع میکوبینش رو میز آزادی زنان از آزادی ایران میگذره اگه وطن پرست نباشید هیچ آزادی رو نمیتونید مطالبه کنید,,,2025-03-14,2025,3,14,0,4,Friday,Spring,2025-03,Iran
ahmad498,"Jan 08, 2023",باز هم خبر خیره شدن جنسی! این بار صبح حدود ساعت ۸ در دانشگاه تهران شهر قم. قربانی دختر بوده. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. تا کی محیط کاری ناامن باشه؟,آزار_دانشگاهی,,2023-01-08,2023,1,8,0,6,Sunday,Winter,2023-01,Iran
saeed3083,"Mar 09, 2021",روایتی از عکسبرداری ناخواسته در مهاباد: ساعت ۱۵ بعدازظهر در پله‌برقی شهر مهاباد زنی مورد آزار قرار گرفت. حتی روشنای روز هم جلوی آزار رو نمی‌گیره. متهم هنوز دستگیر نشده. https://t.co/552d417,,,2021-03-09,2021,3,9,0,1,Tuesday,Spring,2021-03,Iran
Mehrdwd,"Dec 27, 2023","این جمله که میگی ""شما اصل رو بذار بر صحت تجربه و گفتار"" به لحاظ حقوقی خیلی خطرناکه چون میتونه راه رو برا یه سری آبروریزی‌ها و تسویه‌حساب‌های شخصی باز کنه. حالا ممکنه بگی اگه آزار جنسی یا کلمات ناپسند تو مطب دکتر یا هررر جا دیگه اتفاق افتاد چطور نقل کنیم. باید بگم واقعا نمی‌دونم",,,2023-12-27,2023,12,27,0,2,Wednesday,Winter,2023-12,Ambiguous
hamid4174,"Feb 11, 2025",گزارش: ساعت ۸ صبح در منزل شهر خمینی‌شهر حادثه اظهارنظر جنسی رخ داد. قربانی کودک و متهم همسایه بوده. حتی در خانه هم امنیت نیست. روزها هم آزار جنسی خیلی زیاده.,,"justice242,hasan6898",2025-02-11,2025,2,11,0,1,Tuesday,Winter,2025-02,Ambiguous
ahmad9511,"Jul 12, 2023",حکم محکومیت راننده اتوبوس به جرم عکسبرداری ناخواسته دختر صادر شد. حادثه ساعت ۱۵ بعدازظهر در اتوبوس مشهد رخ داده. مکان‌های عمومی شهر ناامن هستند.,,,2023-07-12,2023,7,12,0,2,Wednesday,Summer,2023-07,Iran
AbadanSasan,"Dec 31, 2023",با آرزوی طلوع آزادی ایرانمان در سال 2024 🥹 #مهسا_امينی #زن_زندگى_آزادى در پارک,"مهسا_امينی,زن_زندگى_آزادى",,2023-12-31,2023,12,31,0,6,Sunday,Winter,2023-12,Iran
AriyoShahi4545,"Mar 14, 2025",@zhilamo123 @Ebne_noah بله خوب کسانی که به جنازه زنان هم تجاوز می کنند!! لاجرم از گه ما هم دوست دارند بخورند گه خاندان پهلوی تک تک ایران وطن پرست به خصوص ایران کرد با شرف در دهانت  حدود ساعت ۸. سیفون را می کشم اون پایین بیشتر بخور .,,"zhilamo123,Ebne_noah",2025-03-14,2025,3,14,0,4,Friday,Spring,2025-03,Iran
IranAcademia,"May 06, 2024",تفسیر تجربه‌ی ستم، آزار جنسی در دانشگاه ایرانی انتشارات علمی-پژوهشی ایران آکادمیا https://t.co/lLFxxjbw7Y #خبر #کتاب #آزادی_زن #آزار_جنسی #انتشارات_علمی_پژوهشی_ایران_آکادمیا #ایران #ایران_آکادمیا #دانشگاه #دانشگاه_ایرانی #زن،_زندگی،_آزادی #ناصر_تقویان https://t.co/XiD4nY8WCO پیش از ظهر,"خبر,کتاب,آزادی_زن,آزار_جنسی,انتشارات_علمی_پژوهشی_ایران_آکادمیا,ایران,ایران_آکادمیا,دانشگاه,دانشگاه_ایرانی,زن,ناصر_تقویان",,2024-05-06,2024,5,6,0,0,Monday,Spring,2024-05,Iran
mina36,"May 10, 2022",هر روز ترس بیشتر. ساعت ۱۹ شب‌غروب در پارک طالقانی شیراز آزار جنسی فیزیکی شدم. شب وقت بیشترین گزارش‌های آزار جنسی هست. فضای عمومی باید برای همه امن باشه.,,,2022-05-10,2022,5,10,0,1,Tuesday,Spring,2022-05,Iran
persian.parvin,"Mar 08, 2021",باز هم خبر سوت زدن و متلک! این بار ساعت ۱۵ بعدازظهر ایستگاه مترو تهران. قربانی نوجوان بوده. حتی روشنای روز هم جلوی آزار رو نمی‌گیره. تا کی فضای عمومی ناامن باشه؟,,,2021-03-08,2021,3,8,0,0,Monday,Spring,2021-03,Iran
parvin9769,"Feb 20, 2025",هر روز ترس بیشتر. ساعت ۱۲ ظهر بیمارستان قم اظهارنظر جنسی شدم. در ساعات روز هم این اتفاق‌ها میفته. در محیط کاری باید قوانین سخت‌گیرانه‌تری باشه. https://t.co/4a7897b,قم,,2025-02-20,2025,2,20,0,3,Thursday,Winter,2025-02,Iran
mehdi4988,"Nov 27, 2025",گزارش: پیش از ظهر حدود ساعت ۱۰ در آسانسور شهر مرند حادثه دنبال کردن رخ داد. قربانی زن و متهم همسایه بوده. حتی در فضاهای نیمه‌عمومی امنیت نیست. در ساعات روز هم این اتفاق‌ها میفته.,,,2025-11-27,2025,11,27,0,3,Thursday,Fall,2025-11,Ambiguous
light508,"Mar 26, 2024",قربانی نزدیک شدن ناخواسته خیابان انقلاب شیراز تعریف می‌کنه: بعدازظهر بودم که ناگهان عابر پیاده... حتی روشنای روز هم جلوی آزار رو نمی‌گیره. فضای عمومی باید برای همه امن باشه.,خیابان_ناامن,shirin199,2024-03-26,2024,3,26,0,1,Tuesday,Spring,2024-03,Iran
women7020,"Dec 07, 2023",خبر: مهاجم به اتهام آزار جنسی کلامی زن جوان در پله‌برقی مترو شهر یزد بازداشت شد. ماجرا ساعت ۱۵ بعدازظهر اتفاق افتاده. مکان‌های عمومی شهر ناامن هستند. https://t.co/525f887,آزار_جنسی,girl9328,2023-12-07,2023,12,7,0,3,Thursday,Winter,2023-12,Iran
hope40,"Nov 22, 2018",پلیس از بازداشت متهم خیره شدن جنسی دانشجو خبر داد. حادثه ساعت ۱۹ شب‌غروب در پارک شهر ارومیه رخ داده. ساعات شب خطر آزار جنسی بالاتره.,آزار_جنسی,,2018-11-22,2018,11,22,0,3,Thursday,Fall,2018-11,Iran
student639,"Dec 08, 2018",تا کی باید فضای عمومی نگران امنیت باشیم؟ آخرین مورد: شب در تاکسی شهر اصفهان زنی تماس فیزیکی ناخواسته شده. در تاریکی شب آزارگران جرأت بیشتری دارن.,زن_زندگی_آزادی,,2018-12-08,2018,12,8,0,5,Saturday,Winter,2018-12,Iran
mehdi2734,"Apr 24, 2021",دیروز ظهر حدود ساعت ۱۲ در شرکت مشهد مورد تفقی قرار گرفتم. یک همکار مرد بدون هیچ ترس حتی روشنای روز هم جلوی آزار رو نمی‌گیره. تا کی باید تحمل کنیم؟,آزار_محل_کار,,2021-04-24,2021,4,24,0,5,Saturday,Spring,2021-04,Iran
nadia71887412,"Dec 31, 2019",این ۲۷ ثانیه تلخ را ببینید روایت همسر چهارم مردی است که روبروی دوربین رسانه ملی مینشیند و از چند زنی خود دفاع میکند... اگر این نامش خشونت علیه زنان نیست پس چه اسمی دارد.... +واقعا فقر چقدر چهره‌ی کریهی دارد حدود ساعت ۱۹. ایا اگر این زن کار داشت و از نظر مالی تامین بود هیچوقت حاضر میشد,,,2019-12-31,2019,12,31,0,1,Tuesday,Winter,2019-12,Ambiguous
RadioZamaneh,"Jan 09, 2022",«دنیا را نارنجی کن»: گزارشی از یک‌سال خشونت علیه زنان در ایران هم‌زمان با روز جهانی منع خشونت علیه زنان، مجموعه فعالان حقوق بشر در ایران گزارش سالانه خود را منتشر کرد. گزارشی که از ۱۱۰ زن‌کشی، ۶۳ مورد تجاوز حدود ساعت ۲۳ در بندرعباس در مسجد، ۹ اسیدپاشی و ده‌ها مورد خشونت ساختاری و قضایی,,,2022-01-09,2022,1,9,0,6,Sunday,Winter,2022-01,Iran
ali_maryam,"Sep 07, 2021",شاهد حادثه تجاوز جنسی در آسانسور اهواز بودم. ساعت ۱۲ ظهر کودکی کمک می‌خواست ولی... در ساعات روز هم این اتفاق‌ها میفته. مکان نیمه‌عمومی باید تغییر کنه.,امنیت_زنان,,2021-09-07,2021,9,7,0,1,Tuesday,Fall,2021-09,Iran
iran629,"Apr 23, 2022",منابع امنیتی: ساعت ۸ صبح در مترو اهواز دختری مورد ربودن با هدف جنسی قرار گرفته. متهم دستگیر شده. روزها هم آزار جنسی خیلی زیاده.,آزار_جنسی,,2022-04-23,2022,4,23,0,5,Saturday,Spring,2022-04,Iran
iran728,"Oct 24, 2022",ادعانامه علیه همکار مرد که ظهر حدود ساعت ۱۲ شرکت یزد مرتکب متلک جنسی شده صادر شد. قربانی زن بوده. محیط سازمانی باید امن‌تر بشه.,"آزار_کلامی,یزد",,2022-10-24,2022,10,24,0,0,Monday,Fall,2022-10,Iran
mhd243,"Mar 10, 2026",فضای عمومی برای زنان ناامنه. همین نیمه‌شب حدود ساعت ۲۳ خیابان جمهوری سنندج زن مسافری سوت زدن و متلک شد. شب‌ها امنیت برای زنان خیلی کمتره.,آزار_جنسی,,2026-03-10,2026,3,10,0,1,Tuesday,Spring,2026-03,Iran
Iranfarda461448,"Sep 14, 2022",خشونت علیه زنان در ایران تصادفی نیست؛ ساختار نظام است. مریم رجوی تأکید می‌کند: برچیدن این رژیم، بزرگ‌ترین گام جهانی در حذف خشونت علیه زنان است. #زن_مقاومت_آزادی #فوری #یک_گام_تا_قیام,"زن_مقاومت_آزادی,فوری,یک_گام_تا_قیام",,2022-09-14,2022,9,14,0,2,Wednesday,Fall,2022-09,Iran
life689,"Feb 10, 2022",خبر: همکار مرد به اتهام آزار جنسی کلامی زن شاغل شرکت کرمان بازداشت شد. ماجرا پیش از ظهر حدود ساعت ۱۰ اتفاق افتاده. محیط سازمانی باید امن‌تر بشه.,آزار_جنسی,,2022-02-10,2022,2,10,0,3,Thursday,Winter,2022-02,Iran
SiamakKargar,"Mar 14, 2025",#مهسا_امینی دختر عزیز ایران بود اما یک رژیم #آپارتاید، اشغا‌ل‌گر و محکوم به #نسل_کشی نمی‌تواند با نام بردن از وی، رذالت خود را پنهان کند إسرائيل مسوول تجاوز غیرقانونی به سرزمین #ایران است و در یک #جنایت_جنگی آشکار در حمله به شهروندان شب، زنان و دختران ایران را عامدانه قتل عام کرد https://t.co/6G6xLbBCFO,"مهسا_امینی,آپارتاید,نسل_کشی,ایران,جنایت_جنگی",,2025-03-14,2025,3,14,0,4,Friday,Spring,2025-03,Iran
student3823,"Oct 17, 2017",هر روز ترس بیشتر. ساعت ۲۱ شب در سینما شهر مشهد خیره شدن جنسی شدم. شب وقت بیشترین گزارش‌های آزار جنسی هست. مکان‌های عمومی شهر ناامن هستند.,آزار_جنسی,,2017-10-17,2017,10,17,0,1,Tuesday,Fall,2017-10,Iran
pashpach,"Dec 31, 2020",حالا که صحبت کتک خوردن کیوان امام از هم‌بندی‌هاش شد باید بگم که پارسال که تجربه وحشتناک آزار جنسی رو از سر می‌گذروندم یه روزی با سروی صحبت می‌کردم که ازم پرسید دوست داری الان چیکار کنی؟ می‌خوای با هم بریم دفترش تو بگیری بزنیش اگه آروم می‌شی؟ حرفش حتی هم شوخی شاید خودش متوجه نشد حدود ساعت ۲۳ در کلن آلمان در تاکسی,,,2020-12-31,2020,12,31,0,3,Thursday,Winter,2020-12,Foreign
watch4225,"Apr 24, 2026",هر روز ترس بیشتر. نیمه‌شب حدود ساعت ۲۳ تاکسی استانبول آزار جنسی کلامی شدم. شب وقت بیشترین گزارش‌های آزار جنسی هست. مکان‌های عمومی شهر ناامن هستند.,آزار_جنسی,,2026-04-24,2026,4,24,0,4,Friday,Spring,2026-04,Ambiguous
reza1040,"Nov 15, 2022",واقعاً خسته شدم. بعدازظهر فروشگاه اهواز دوبار متلک جنسی شدم. حتی روشنای روز هم جلوی آزار رو نمی‌گیره. مکان‌های عمومی شهر ناامن هستند.,"آزار_کلامی,اهواز",,2022-11-15,2022,11,15,0,1,Tuesday,Fall,2022-11,Iran
farhi1853,"Oct 24, 2021",نکنه من تنها کسی هستم که شب تاکسی رشت تجاوز جنسی شده؟ شب وقت بیشترین گزارش‌های آزار جنسی هست. کودکها باید قوی‌تر باشن.,آزار_جنسی,life_ahmad,2021-10-24,2021,10,24,0,6,Sunday,Fall,2021-10,Iran
ali83,"Feb 06, 2024",باز هم خبر عکسبرداری ناخواسته! این بار ظهر حدود ساعت ۱۲ در ایستگاه اتوبوس شهر ونکوور. قربانی زن بوده. در ساعات روز هم این اتفاق‌ها میفته. تا کی فضای عمومی ناامن باشه؟,زن_زندگی_آزادی,,2024-02-06,2024,2,6,0,1,Tuesday,Winter,2024-02,Ambiguous
news9682,"Oct 28, 2022",آمار تفقی در رشت نگران‌کننده است. آخرین مورد شب‌غروب در مترو شهر رشت رخ داده. شب وقت بیشترین گزارش‌های آزار جنسی هست.,,,2022-10-28,2022,10,28,0,4,Friday,Fall,2022-10,Iran
life851,"Nov 14, 2021",عصر حدود ساعت ۱۷ در دانشگاه شهر بندرعباس آزار جنسی فیزیکی رو تجربه کردم. من یه کودک عادی بودم که فقط می‌خواستم برم سر کارم. با شروع تاریکی امنیت کمتر میشه.,امنیت_زنان,,2021-11-14,2021,11,14,0,6,Sunday,Fall,2021-11,Iran
marzie_r,"Aug 29, 2020",سالها پیش یه روز که میرفتم دانشگاه چیزی دیدم که برام عصاره‌ی حقیقت آزار جنسی در ایران شد. تو اتوبوس نشسته بودم. اتوبوس شلوغ بود ولی نه اینقدر شلوغ که مردی رو که از تو مردانه آلتش رو بیرون آورده بود و رو به زنها گرفته بود نبینی حدود ساعت ۱۵. هیچ مردی نمی‌دیدش و همه‌‌ی زنها میتونستن ببینندش,,,2020-08-29,2020,8,29,0,5,Saturday,Summer,2020-08,Iran
student499,"Mar 28, 2023",بازداشت متهم تماس فیزیکی ناخواسته در مهاباد. حادثه بعدازظهر حدود ساعت ۱۵ در دانشگاه مهاباد رخ داده. قربانی زن گزارش داده. در محیط کاری باید قوانین سخت‌گیرانه‌تری باشه.,زن_زندگی_آزادی,,2023-03-28,2023,3,28,0,1,Tuesday,Spring,2023-03,Iran
narges7525,"Jan 10, 2024",قربانی ربودن با هدف جنسی در پارک شهر دزفول تعریف می‌کنه: ساعت ۸ صبح بودم که ناگهان مرد ناشناس... روزها هم آزار جنسی خیلی زیاده. مکان‌های عمومی شهر ناامن هستند. https://t.co/2d88b01,آزار_جنسی,girl6153,2024-01-10,2024,1,10,0,2,Wednesday,Winter,2024-01,Ambiguous
minaiebbal,"Oct 10, 2018",مزاحمت خیابانی☹️,,,2018-10-10,2018,10,10,0,2,Wednesday,Fall,2018-10,Ambiguous
human5352,"May 03, 2025",هر روز ترس بیشتر. شب در خیابان شهر ونکوور نگاه خیره جنسی شدم. شب‌ها امنیت برای زنان خیلی کمتره. در اماکن عمومی هیچ نظارتی نیست.,,,2025-05-03,2025,5,3,0,5,Saturday,Spring,2025-05,Ambiguous
free.women,"May 06, 2021",کسی دیگه هم صبح حدود ساعت ۸ در محل سکونت شهر کرج متلک جنسی رو تجربه کرده؟ زن جوانها فکر نکنید فقط شب‌ها آزار اتفاق می‌افته. فضای خانگی باید جدی‌تر گرفته بشه.,,,2021-05-06,2021,5,6,0,3,Thursday,Spring,2021-05,Iran
hope4892,"Sep 07, 2026",گزارش: پیش از ظهر در دانشگاه تهران اهواز حادثه نگاه خیره جنسی رخ داد. قربانی دختر و متهم استاد بوده. محیط سازمانی باید امن‌تر بشه. فکر نکنید فقط شب‌ها آزار اتفاق می‌افته.,,"parvin225,watch208",2026-09-07,2026,9,7,0,0,Monday,Fall,2026-09,Iran
grok,"May 01, 2018",@Heshmat20000 @feminist_gram برای کمک به پیشگیری از جرائمی مثل اسیدپاشی، آزار جنسی، پدوفیلیا و زن‌کشی در مرند، پیشنهادهای عملی بر اساس تحقیقات جهانی: ۱. آموزش و آگاهی: در جوامع محلی برنامه‌هایی برای ترویج احترام متقابل و حقوق زنان برگزار کنید. ۲. حمایت از قربانیان: به سازمان‌های حمایتی بپیوندید یا کمک مالی کنید.,,"Heshmat20000,feminist_gram",2018-05-01,2018,5,1,0,1,Tuesday,Spring,2018-05,Ambiguous
feminismeverydy,"Dec 26, 2018",چند ماه باقیمانده سال برای این بازیگر برنده اسکار ، با سکوت و غیبت همراه بود، البته اگر اشارات و کنایه ها را در نظر نگیریم. یکی از آخرین کنایه ها به او چند هفته پیش توسط هانا گدسبی، کمدین و نویسنده استرالیایی، بود که گفت باید خط قرمز بین رفتار خوب و #آزار_جنسی را کوین نامید.,آزار_جنسی,,2018-12-26,2018,12,26,0,2,Wednesday,Winter,2018-12,Foreign
Darkfie1d,"Mar 15, 2024",آمار آزار جنسی در ایران خوبه؟ طرف میره دادگاه شکایت میکنه از کسی که بهش تجاوز کرده قاضی میگه بیا ازدواج کن باهاش؟ حدود ساعت ۲۱,,,2024-03-15,2024,3,15,0,4,Friday,Spring,2024-03,Iran
iran732,"Aug 01, 2025",بیدار بشیم! پیش از ظهر حدود ساعت ۱۰ در فروشگاه شهر تهران زن شاغلی آزار جنسی کلامی شده. در ساعات روز هم این اتفاق‌ها میفته. فضای عمومی ایمن نیست.,زن_زندگی_آزادی,,2025-08-01,2025,8,1,0,4,Friday,Summer,2025-08,Iran
right88,"Mar 19, 2023",واقعاً خسته شدم. پیش از ظهر حدود ساعت ۱۰ در دانشگاه فردوسی تهران بازم آزار جنسی کلامی شنیدم. دختر جوان قربانی بوده. حتی روشنای روز هم جلوی آزار رو نمی‌گیره. محیط کاری اصلاً امن نیست. https://t.co/5a71345,,,2023-03-19,2023,3,19,0,6,Sunday,Spring,2023-03,Iran
voice9115,"Apr 22, 2025",بیدار بشیم! شب تاکسی کرمان دختری آزار جنسی فیزیکی شده. شب‌ها امنیت برای زنان خیلی کمتره. فضای عمومی ایمن نیست.,زن_زندگی_آزادی,,2025-04-22,2025,4,22,0,1,Tuesday,Spring,2025-04,Iran
human820,"May 23, 2026",بازداشت متهم آزار جنسی فیزیکی در بجنورد. حادثه ساعت ۱۹ شب‌غروب مسجد محله بجنورد رخ داده. قربانی کودک گزارش داده. فضای عمومی باید برای همه امن باشه.,,,2026-05-23,2026,5,23,0,5,Saturday,Spring,2026-05,Ambiguous
nNorazin8,"Nov 13, 2022",ورود آقایان ممنوع ‌ -بعد از افزایش معنادار خشونت و آزار و اذیت جنسی علیه زنان در ژاپن، دولت این کشور تصمیم به ایجاد واگن‌های مخصوص بانوان در مترو و تاکسی مخصوص خانم‌ها گرفت. روایت ظلم تاریخی به زنان #مهدیه_اسفندیاری,مهدیه_اسفندیاری,,2022-11-13,2022,11,13,0,6,Sunday,Fall,2022-11,Foreign
nazi_shirin,"Nov 20, 2020",نکنه من تنها کسی هستم که عصر حدود ساعت ۱۷ در پارک رازی شهر مشهد متلک جنسی شده؟ غروب وقت گذار بین امنیت روز و ناامنی شب. دختر جوانها باید قوی‌تر باشن.,,,2020-11-20,2020,11,20,0,4,Friday,Fall,2020-11,Iran
free203,"Dec 27, 2026",دادگاه: گروهی از مردان مرتکب دنبال کردن دختر پارک ملت همدان شده. حادثه بعدازظهر بوده. در اماکن عمومی هیچ نظارتی نیست.,آزار_بس,,2026-12-27,2026,12,27,0,6,Sunday,Winter,2026-12,Iran
report_farsi,"Aug 25, 2025",خبر: مرد ناشناس به اتهام آزار جنسی کلامی دختر در استخر شهر قزوین بازداشت شد. ماجرا بعدازظهر حدود ساعت ۱۵ اتفاق افتاده. مکان‌های نیمه‌عمومی هم ناامن هستند.,,,2025-08-25,2025,8,25,0,0,Monday,Summer,2025-08,Iran
mashhad576,"Jan 20, 2019",پلیس از بازداشت متهم اظهارنظر جنسی کودک خبر داد. حادثه ساعت ۱۵ بعدازظهر کافه تهران رخ داده. روزها هم آزار جنسی خیلی زیاده.,,,2019-01-20,2019,1,20,0,6,Sunday,Winter,2019-01,Iran
